,Address,Price,Rental_type,Sqfeet,Boro,Agency,Beds,Baths
883,"The Amberly, 120 Nassau Street, 19J - Dumbo, New York",4299,"Rental, Doorman",Approximate Sq. Feet: 754,Brooklyn,Elliman,1 Bed, 1 Bath
884,"230A Sixth Avenue, 2 - Park Slope, New York",4295,Rental,Listing ID: 3865608,Brooklyn,Elliman,2 Beds, 1 Bath
885,"205 Water Street, 3N - Dumbo, New York",4295,"Condo, Doorman",Approximate Sq. Feet: 806,Brooklyn,Elliman,Loft, 1 Bed 
886,"230A 6th Street, 2 - Park Slope, New York",4295,Rental,"Approximate Sq. Feet: 1,000",Brooklyn,Elliman,2 Beds, 2 Baths
887,"50 North 5th Street, W7S - Williamsburg, New York",4295,"Condo, Doorman",Listing ID: 3892780,Brooklyn,Elliman,1 Bed, 2 Baths
888,"The Amberly, 120 Nassau Street, 18J - Dumbo, New York",4265,"Rental, Doorman",Approximate Sq. Feet: 754,Brooklyn,Elliman,1 Bed, 1 Bath
889,"655 Franklin Avenue, 1R - Crown Heights, New York",4250,Condo,"Approximate Sq. Feet: 1,458",Brooklyn,Elliman,2 Beds, 2 Baths
890,"606 Henry Street, 3 - Carroll Gardens, New York",4250,Condo,Listing ID: 3837264,Brooklyn,Elliman,3 Beds, 1 Bath
891,"612 President Street, 2 - Park Slope, New York",4250,Rental,Listing ID: 3844423,Brooklyn,Elliman,5 Beds, 2 Baths
892,"180 Nassau Street, 3K - Dumbo, New York",4250,"Rental, Doorman",Approximate Sq. Feet: 958,Brooklyn,Elliman,2 Beds, 2 Baths
893,"59 RAPELYE Street, FL3 - Columbia Street Waterfront District, New York",4250,Condo,"Approximate Sq. Feet: 1,073",Brooklyn,Elliman,2 Beds, 2 Baths
894,"333 Atlantic Avenue, 2B - Boerum Hill, New York",4250,Rental,Listing ID: 3862200,Brooklyn,Elliman,2 Beds, 1 Bath
895,"79 Bridge Street, 4E - Dumbo, New York",4250,Condo,Approximate Sq. Feet: 850,Brooklyn,Elliman,Loft, 1 Bath
896,"391 1st Street, 4R - Park Slope, New York",4250,Rental,Listing ID: 3870331,Brooklyn,Elliman,3 Beds, 1 Bath
897,"THE ALLAN BUILDING, 70 Berry Street, 2G - Williamsburg, New York",4250,Condo,Approximate Sq. Feet: 880,Brooklyn,Elliman,1 Bed, 1 Bath
898,"233 87th Street, TWNH - Bay Ridge, New York",4250,,Listing ID: 3865870,Brooklyn,Elliman,3 Beds, 2 Baths
899,"5 Monroe Pl, 4 - Brooklyn Heights, New York",4250,Rental,Listing ID: 3878982,Brooklyn,Elliman,2 Beds, 1 Bath
900,"THE SILHOUETTE, 272 21st Street, 2 - Park Slope, New York",4250,Condo,"Approximate Sq. Feet: 1,200",Brooklyn,Elliman,2 Beds, 1 Bath 
901,"34 North 7th Street, 4I - Williamsburg, New York",4250,"Condo, Doorman",Approximate Sq. Feet: 917,Brooklyn,Elliman,1 Bed, 2 Baths
902,"110 Livingston Street, 8R - Brooklyn Heights, New York",4250,"Condo, Doorman",Listing ID: 3877986,Brooklyn,Elliman,Loft, 1 Bed 
903,"248 Duffield Street, 6VV - Downtown Brooklyn, New York",4241,"Condo, Doorman",Approximate Sq. Feet: 889,Brooklyn,Elliman,1 Bed, 1 Bath
904,"147 Maujer Street, 5A - Williamsburg, New York",4235,Rental,Listing ID: 3892707,Brooklyn,Elliman,3 Beds, 2 Baths
905,"The Amberly, 120 Nassau Street, J17 - Dumbo, New York",4225,"Rental, Doorman",Approximate Sq. Feet: 754,Brooklyn,Elliman,1 Bed, 1 Bath
906,"30 Washington Street, 5K - Dumbo, New York",4225,Rental,Listing ID: 3885623,Brooklyn,Elliman,1 Bed, 1 Bath
907,"125 Parkside Avenue, 6M - Prospect Park South, New York",4213,Rental,Listing ID: 3889120,Brooklyn,Elliman,2 Beds, 2 Baths
908,"9731 4 Avenue - Bay Ridge, New York",4200,Rental,Approximate Exterior Sq. Ft: 2000 Sq Ft,Brooklyn,Elliman,Studio,
909,"null, 814 Prospect Pl, 1R - Crown Heights, New York",4200,Condo,"Approximate Sq. Feet: 1,456",Brooklyn,Elliman,3 Beds, 2 Baths
910,"453 3rd Street, 2R - Park Slope, New York",4200,Rental,"Approximate Sq. Feet: 1,500",Brooklyn,Elliman,3 Beds, 1 Bath
911,"136 67 Street - Bay Ridge, New York",4200,Rental,Approximate Sq. Feet: 765 | Approximate Exterior Sq. Ft: 1700 Sq Ft,Brooklyn,Elliman,4 Beds, 3 Baths 
912,"104 Rogers Avenue, 4 - Crown Heights, New York",4200,Rental,Listing ID: 3862108,Brooklyn,Elliman,4 Beds, 1 Bath 
913,"NEW CONDOS, THE, 128 Newton Street, 4A - Greenpoint, New York",4200,Condo,Approximate Sq. Feet: 976,Brooklyn,Elliman,2 Beds, 2 Baths
914,"360 Furman Street, 517 - Brooklyn Heights, New York",4200,"Condo, Doorman",Approximate Sq. Feet: 862,Brooklyn,Elliman,1 Bed, 1 Bath
915,"500 Fourth Avenue, 10J - Gowanus, New York",4200,"Condo, Doorman","Approximate Sq. Feet: 1,019",Brooklyn,Elliman,2 Beds, 2 Baths
916,"1108 Gates Avenue, 0 - Bushwick, New York",4199,Rental,"Approximate Sq. Feet: 1,500",Brooklyn,Elliman,4 Beds, 3 Baths
917,"The Amberly, 120 Nassau Street, D24 - Dumbo, New York",4170,"Rental, Doorman",Approximate Sq. Feet: 806,Brooklyn,Elliman,1 Bed, 1 Bath
918,"250 Ashland Pl, 33N - Fort Greene, New York",4160,Rental,Listing ID: 3888242,Brooklyn,Elliman,1 Bed, 1 Bath
919,"DUNHAM PLACE, 15 Dunham Pl, PHN - Williamsburg, New York",4150,"Rental, Doorman",Listing ID: 3835491,Brooklyn,Elliman,1 Bed, 1 Bath
920,"203 Seventh Avenue, 4B - Park Slope, New York",4150,Cooperative,Listing ID: 3891037,Brooklyn,Elliman,2 Beds, 1 Bath
921,"333 Atlantic Avenue, 3D - Boerum Hill, New York",4150,Rental,Listing ID: 3895533,Brooklyn,Elliman,2 Beds, 1 Bath
922,"PHOTO GALLERY BUILD, 425 Keap Street, 3B - Williamsburg, New York",4150,Rental,"Approximate Sq. Feet: 1,000",Brooklyn,Elliman,1 Bed, 1 Bath
923,"null, 11 West 128th Street, 1B - Park Slope, New York",4150,Condo,Listing ID: 3887925,Brooklyn,Elliman,3 Beds, 1 Bath 
924,"276 St James Pl, 1 - Clinton Hill, New York",4150,Rental,"Approximate Sq. Feet: 1,370",Brooklyn,Elliman,2 Beds, 1 Bath 
925,"99 Gold, 99 Gold Street, 5L - Dumbo, New York",4125,"Rental, Doorman","Approximate Sq. Feet: 1,071",Brooklyn,Elliman,Loft, 1 Bed 
926,"44 Berry Street, C2 - Williamsburg, New York",4115,Condo,Listing ID: 3870268,Brooklyn,Elliman,2 Beds, 1 Bath
927,"63 North 3rd Street, 403 - Williamsburg, New York",4100,Rental,Listing ID: 3865156,Brooklyn,Elliman,Loft, 1 Bed 
928,"Chocolate Factory, 275 Park Avenue, 3OW - Fort Greene, New York",4100,"Cooperative, Doorman","Approximate Sq. Feet: 1,300",Brooklyn,Elliman,1 Bed, 1 Bath
929,"63 North 3rd Street, 402 - Williamsburg, New York",4100,Rental,"Approximate Sq. Feet: 1,000",Brooklyn,Elliman,Loft, 1 Bed 
930,"OOSTEN, 429 Kent Avenue, 839 - Williamsburg, New York",4100,"Condo, Doorman",Approximate Sq. Feet: 698,Brooklyn,Elliman,Loft, 1 Bed 
931,"152 Carroll Street, 4 - Carroll Gardens, New York",4100,Rental,Listing ID: 3870262,Brooklyn,Elliman,2 Beds, 1 Bath
932,"21 India Street, S303 - Greenpoint, New York",4100,"Condo, Doorman",Listing ID: 3880315,Brooklyn,Elliman,1 Bed, 1 Bath
933,"223 Fourth Avenue, 11D1 - Park Slope, New York",4079,Rental,Listing ID: 3825495,Brooklyn,Elliman,1 Bed, 1 Bath
934,"Landing at the Bridge Park, Th, 15 Bridge Park Drive, 11I - Brooklyn Heights, New York",4043,Rental,Listing ID: 3878233,Brooklyn,Elliman,3 Beds, 2 Baths
935,"848 Lorimer Street, 2E - Greenpoint, New York",4011,,Listing ID: 3844998,Brooklyn,Elliman,1 Bed, 1 Bath
936,"223 Fourth Avenue, 7F - Park Slope, New York",4010,Rental,Listing ID: 3885561,Brooklyn,Elliman,1 Bed, 1 Bath
937,"924 Utica Avenue - East Flatbush, New York",4000,Rental,"Approximate Sq. Feet: 1,620 | Approximate Exterior Sq. Ft: 2000 Sq Ft",Brooklyn,Elliman,Studio,
938,"618 Avenue O - Midwood, New York",4000,Rental,"Approximate Sq. Feet: 1,134 | Approximate Exterior Sq. Ft: 2550 Sq Ft",Brooklyn,Elliman,Studio,
940,"1806 Caton Avenue, C4 - Ditmas Park, New York",4000,Rental,Listing ID: 3457464,Brooklyn,Elliman,4 Beds, 3 Baths
941,"788 Jefferson Avenue, 1 - Bedford - Stuyvesant, New York",4000,Rental,Listing ID: 3628959,Brooklyn,Elliman,3 Beds, 4 Baths
943,"92 Butler Street, 1 - Boerum Hill, New York",4000,Condo,Listing ID: 3844045,Brooklyn,Elliman,2 Beds, 1 Bath
944,"769 Saratoga Avenue - Brownsville, New York",4000,Rental,Listing ID: 431462,Brooklyn,Elliman,Studio,
946,"383 Parkside Avenue, 2 - Prospect-Lefferts Gardens, New York",4000,Rental,"Approximate Sq. Feet: 1,100",Brooklyn,Elliman,2 Beds, 2 Baths
948,"1601 Gravesend Neck Road - Sheepshead Bay, New York",4000,Rental,Listing ID: 430029,Brooklyn,Elliman,Studio,
949,"951 Prospect Pl, 2L - Crown Heights, New York",4000,Condo,"Approximate Sq. Feet: 1,000",Brooklyn,Elliman,4 Beds, 2 Baths
950,"821 57 Street, 1 - Sunset Park, New York",4000,Rental,Approximate Exterior Sq. Ft: 4000 Sq Ft,Brooklyn,Elliman,Studio,
951,"140 Berkeley Pl, 3 - Park Slope, New York",4000,Rental,"Approximate Sq. Feet: 1,300",Brooklyn,Elliman,3 Beds, 1 Bath
952,"286 St Johns Pl, 1R - Prospect Heights, New York",4000,Condo,Listing ID: 3891862,Brooklyn,Elliman,3 Beds, 2 Baths
953,"124 Malcolm X Boulevard, 2 - Stuyvesant Heights, New York",4000,Rental,"Approximate Sq. Feet: 1,700",Brooklyn,Elliman,3 Beds, 2 Baths
954,"729 Humboldt Street, 1 - Greenpoint, New York",4000,Rental,"Approximate Sq. Feet: 1,400",Brooklyn,Elliman,3 Beds, 2 Baths
955,"60 South 8th Street, 314 - Williamsburg, New York",4000,Condo,Listing ID: 3895248,Brooklyn,Elliman,1 Bed, 1 Bath
956,"267 6th Street, 3K - Gowanus, New York",4000,Rental,Listing ID: 3824134,Brooklyn,Elliman,2 Beds, 2 Baths
957,"180 Scholes Street, 2E - Williamsburg, New York",4000,Rental,"Approximate Sq. Feet: 1,000",Brooklyn,Elliman,2 Beds, 1 Bath
958,"281 Berry Street, 2 - Williamsburg, New York",4000,Condo,Listing ID: 3881991,Brooklyn,Elliman,2 Beds, 2 Baths
959,"100 Jay Street, 19B - Dumbo, New York",4000,"Condo, Doorman",Approximate Sq. Feet: 800,Brooklyn,Elliman,1 Bed, 1 Bath
960,"243 Henry Street, 22 - Brooklyn Heights, New York",4000,Rental,Listing ID: 3880050,Brooklyn,Elliman,3 Beds, 1 Bath
961,"745 UNION Street, 3 - Park Slope, New York",4000,Rental,"Approximate Sq. Feet: 1,200",Brooklyn,Elliman,2 Beds, 1 Bath
962,"50 Bridge Street, 501 - Dumbo, New York",4000,"Condo, Doorman","Approximate Sq. Feet: 1,044",Brooklyn,Elliman,Loft, 1 Bed 
963,"306 Gold Street, 10G - Downtown Brooklyn, New York",4000,"Condo, Doorman","Approximate Sq. Feet: 1,176",Brooklyn,Elliman,2 Beds, 2 Baths
964,"THE EDGE CONDOMINIUM, 22 North 6th Street, 27B - Williamsburg, New York",4000,"Condo, Doorman",Approximate Sq. Feet: 688,Brooklyn,Elliman,1 Bed, 1 Bath
965,"59 RAPELYE Street, FL2 - Columbia Street Waterfront District, New York",3999,Condo,Listing ID: 3890270,Brooklyn,Elliman,2 Beds, 2 Baths
966,"383 Parkside Avenue, 3 - Prospect-Lefferts Gardens, New York",3995,Rental,Approximate Sq. Feet: 707,Brooklyn,Elliman,2 Beds, 1 Bath
967,"DUNHAM PLACE, 15 Dunham Pl, PHA - Williamsburg, New York",3995,"Rental, Doorman",Listing ID: 3832053,Brooklyn,Elliman,1 Bed, 1 Bath
968,"267 6th Street, 11E - Gowanus, New York",3995,Rental,Listing ID: 3855331,Brooklyn,Elliman,2 Beds, 2 Baths
969,"21 India Street, 32G - Greenpoint, New York",3995,"Condo, Doorman",Approximate Sq. Feet: 817,Brooklyn,Elliman,1 Bed, 1 Bath
970,"50 North 5th Street, E6K - Williamsburg, New York",3990,"Condo, Doorman",Listing ID: 3859214,Brooklyn,Elliman,1 Bed, 1 Bath
971,"GREENE HOUSE, 383 Carlton Avenue, 10S - Fort Greene, New York",3990,"Condo, Doorman",Approximate Sq. Feet: 750,Brooklyn,Elliman,1 Bed, 1 Bath
972,"1 North 4th Pl, 28J - Williamsburg, New York",3988,"Rental, Doorman",Approximate Sq. Feet: 597,Brooklyn,Elliman,1 Bed, 1 Bath
973,"250N10, 250 North 10th Street, 239 - Williamsburg, New York",3969,"Rental, Doorman",Approximate Sq. Feet: 755,Brooklyn,Elliman,1 Bed, 1 Bath
974,"The Amberly, 120 Nassau Street, H27 - Dumbo, New York",3960,"Rental, Doorman",Approximate Sq. Feet: 673,Brooklyn,Elliman,1 Bed, 1 Bath
975,"The Eagle, 86 Fleet Pl, 10S - Downtown Brooklyn, New York",3959,Rental,Approximate Sq. Feet: 701,Brooklyn,Elliman,1 Bed, 1 Bath
976,"551 18th Street, 1 - Park Slope, New York",3950,Rental,"Approximate Sq. Feet: 2,400",Brooklyn,Elliman,3 Beds, 2 Baths
977,"226 Cumberland Street, 1 - Fort Greene, New York",3950,Multi-Family,Listing ID: 3878111,Brooklyn,Elliman,2 Beds, 2 Baths
978,"296 Halsey Street, 1 - Bedford - Stuyvesant, New York",3950,Rental,"Approximate Sq. Feet: 1,800",Brooklyn,Elliman,3 Beds, 1 Bath
979,"268 9th Street, 1 - Brooklyn, New York",3950,Rental,Listing ID: 5005319,Brooklyn,Elliman,2 Beds, 1 Bath
980,"268 9th Street, 1 - Park Slope, New York",3950,Multi-Family,Listing ID: 3890128,Brooklyn,Elliman,2 Beds, 1 Bath
981,"100 South 4th Street, 6C - Williamsburg, New York",3950,Rental,Listing ID: 3860767,Brooklyn,Elliman,Loft, 1 Bed 
982,"The Amberly, 120 Nassau Street, 25E - Dumbo, New York",3950,"Rental, Doorman",Approximate Sq. Feet: 734,Brooklyn,Elliman,1 Bed, 1 Bath
983,"152 Carroll Street, 4F - Carroll Gardens, New York",3950,Rental,Listing ID: 3894369,Brooklyn,Elliman,2 Beds, 1 Bath
984,"Courthouse Apartments, 125 Court Street, 6NH - Brooklyn Heights, New York",3950,"Rental, Doorman",Listing ID: 3884013,Brooklyn,Elliman,1 Bed, 1 Bath
985,"360 Furman Street, 1023 - Brooklyn Heights, New York",3950,"Condo, Doorman",Listing ID: 3870183,Brooklyn,Elliman,1 Bed, 1 Bath
986,"45 Hoyt Street, 11C - Downtown Brooklyn, New York",3930,Rental,Listing ID: 3751112,Brooklyn,Elliman,1 Bed, 1 Bath
987,"420 Kent Avenue, 4041B - Williamsburg, New York",3925,"Rental, Doorman",Listing ID: 3885697,Brooklyn,Elliman,1 Bed, 1 Bath
988,"415 Red Hook Ln, 11FF - Downtown Brooklyn, New York",3920,Rental,Listing ID: 3827586,Brooklyn,Elliman,1 Bed, 1 Bath
989,"The Amberly, 120 Nassau Street, G22 - Dumbo, New York",3905,"Rental, Doorman",Approximate Sq. Feet: 745,Brooklyn,Elliman,1 Bed, 1 Bath
990,"Courthouse Apartments, 125 Court Street, 4SM - Brooklyn Heights, New York",3905,"Rental, Doorman",Approximate Sq. Feet: 690,Brooklyn,Elliman,1 Bed, 1 Bath
991,"848 Lorimer Street, 1B - Greenpoint, New York",3900,,Listing ID: 3836845,Brooklyn,Elliman,1 Bed, 1 Bath
992,"388 Bridge Street, 42B - Downtown Brooklyn, New York",3900,"Condo, Doorman",Listing ID: 3892093,Brooklyn,Elliman,1 Bed, 1 Bath
993,"257 15th Street, PH - Park Slope, New York",3900,Rental,Listing ID: 3877725,Brooklyn,Elliman,2 Beds, 2 Baths
995,"21 India Street, T1703 - Greenpoint, New York",3883,"Condo, Doorman",Listing ID: 3867999,Brooklyn,Elliman,1 Bed, 1 Bath
996,"180 Nassau Street, 5M - Dumbo, New York",3861,"Rental, Doorman",Approximate Sq. Feet: 950,Brooklyn,Elliman,2 Beds, 2 Baths
997,"325 Kent Avenue, 1456 - Williamsburg, New York",3855,"Rental, Doorman",Listing ID: 3892560,Brooklyn,Elliman,1 Bed, 1 Bath
998,"1512 63 Street, 2 - Bensonhurst, New York",3850,Rental,Listing ID: 431079,Brooklyn,Elliman,Studio,
999,"null, 466 9th Street, 1 - Park Slope, New York",3850,Condo,Listing ID: 3577815,Brooklyn,Elliman,2 Beds, 1 Bath
1000,"North 3rd Street - Williamsburg, New York",3850,Rental,Listing ID: 3831733,Brooklyn,Elliman,1 Bed, 1 Bath
1001,"223 Fourth Avenue, 2E1 - Park Slope, New York",3850,Rental,Listing ID: 3825493,Brooklyn,Elliman,1 Bed, 1 Bath
1002,"223 Fourth Avenue, 2E - Park Slope, New York",3850,Rental,Listing ID: 3714689,Brooklyn,Elliman,1 Bed, 1 Bath
1003,"787 Franklin Avenue, 3A - Crown Heights, New York",3850,Rental,Listing ID: 3883391,Brooklyn,Elliman,3 Beds, 1 Bath
1004,"897 Lafayette Avenue, 1 - Bedford - Stuyvesant, New York",3850,Single Family Townhouse,"Approximate Sq. Feet: 1,710",Brooklyn,Elliman,2 Beds, 1 Bath
1005,"35 Orange Street, 1A - Brooklyn Heights, New York",3850,Rental,Listing ID: 3894393,Brooklyn,Elliman,2 Beds, 1 Bath
1006,"50 North 5th Street, E3Q - Williamsburg, New York",3850,"Condo, Doorman",Listing ID: 3895845,Brooklyn,Elliman,1 Bed, 1 Bath
1007,"DUNHAM PLACE, 15 Dunham Pl, PH2 - Williamsburg, New York",3845,"Rental, Doorman",Listing ID: 3892124,Brooklyn,Elliman,1 Bed, 1 Bath
1008,"The Amberly, 120 Nassau Street, 18G - Dumbo, New York",3823,"Rental, Doorman",Approximate Sq. Feet: 745,Brooklyn,Elliman,1 Bed, 1 Bath
1009,"The Amberly, 120 Nassau Street, 17G - Dumbo, New York",3820,"Rental, Doorman",Approximate Sq. Feet: 745,Brooklyn,Elliman,1 Bed, 1 Bath
1010,"The Amberly, 120 Nassau Street, 19G - Dumbo, New York",3820,"Rental, Doorman",Approximate Sq. Feet: 745,Brooklyn,Elliman,1 Bed, 1 Bath
1011,"The Amberly, 120 Nassau Street, G16 - Dumbo, New York",3820,"Rental, Doorman",Approximate Sq. Feet: 745,Brooklyn,Elliman,1 Bed, 1 Bath
1012,"250N10, 250 North 10th Street, 220 - Williamsburg, New York",3810,"Rental, Doorman",Approximate Sq. Feet: 695,Brooklyn,Elliman,1 Bed, 1 Bath
1013,"230 President St, 2C - Carroll Gardens, New York",3800,Rental,Listing ID: 3539849,Brooklyn,Elliman,3 Beds, 1 Bath
1015,"195 Spencer Street, 3A - Bedford - Stuyvesant, New York",3800,Condo,Approximate Sq. Feet: 891,Brooklyn,Elliman,1 Bed, 1 Bath
1016,"634 11th Street, 3F - Park Slope, New York",3800,Condo,Listing ID: 3848905,Brooklyn,Elliman,2 Beds, 1 Bath
1017,"712 Sixth Avenue, 4R - Park Slope, New York",3800,Condo,Listing ID: 3846537,Brooklyn,Elliman,2 Beds, 2 Baths
1018,"433 Graham Avenue, 3 - Williamsburg, New York",3800,Rental,Listing ID: 3882115,Brooklyn,Elliman,3 Beds, 1 Bath
1019,"Cheever Pl - Cobble Hill, New York",3800,Rental,Listing ID: 3819820,Brooklyn,Elliman,2 Beds, 2 Baths
1020,"687 Lincoln Pl, 1F - Prospect Heights, New York",3800,Rental,"Approximate Sq. Feet: 1,300",Brooklyn,Elliman,3 Beds, 1 Bath 
1021,"479 Clinton Avenue, B - Clinton Hill, New York",3800,Rental,Listing ID: 3889565,Brooklyn,Elliman,3 Beds, 1 Bath
1022,"175 Skillman Avenue, 2R - Williamsburg, New York",3800,Rental,Approximate Sq. Feet: 750,Brooklyn,Elliman,1 Bed, 1 Bath
1023,"72 Box Street, 2A - Greenpoint, New York",3800,Condo,Listing ID: 3879969,Brooklyn,Elliman,2 Beds, 2 Baths
1024,"21 India Street, 32B - Greenpoint, New York",3800,"Condo, Doorman",Listing ID: 3870718,Brooklyn,Elliman,1 Bed, 1 Bath
1025,"34 North 7th Street, 5E - Williamsburg, New York",3800,"Condo, Doorman",Approximate Sq. Feet: 720,Brooklyn,Elliman,1 Bed, 1 Bath
1026,"34 North 7th Street, 10H - Williamsburg, New York",3800,"Condo, Doorman",Listing ID: 3868419,Brooklyn,Elliman,1 Bed, 1 Bath
1027,"Austin Nichols Condominium, 184 Kent Avenue, B413 - Williamsburg, New York",3800,"Condo, Doorman",Listing ID: 3874255,Brooklyn,Elliman,1 Bed, 1 Bath
1028,"42 Orient Avenue, 4B - East Williamsburg, New York",3795,Rental,Listing ID: 3848162,Brooklyn,Elliman,2 Beds, 2 Baths
1029,"21 India Street, 28C - Greenpoint, New York",3795,"Condo, Doorman",Listing ID: 3865125,Brooklyn,Elliman,1 Bed, 1 Bath
1030,"575 3rd St, 2C - Park Slope, New York",3750,Rental,"Approximate Sq. Feet: 1,200",Brooklyn,Elliman,2 Beds, 1 Bath
1031,"983 E 12 Street - Midwood, New York",3750,Rental,Listing ID: 425361,Brooklyn,Elliman,Studio,
1032,"745 Remsen Ave, 2 - Brooklyn Other, New York",3750,Rental,Approximate Exterior Sq. Ft: 2000 Sq Ft,Brooklyn,Elliman,4 Beds, 2 Baths 
1033,"25 Lafayette Avenue, 3E - Fort Greene, New York",3750,,Listing ID: 3832211,Brooklyn,Elliman,2 Beds, 1 Bath
1034,"77 Newel Street, 2 - Greenpoint, New York",3750,Rental,Listing ID: 3886495,Brooklyn,Elliman,3 Beds, 2 Baths
1035,"null, 659 Washington Avenue, 3 - Crown Heights, New York",3750,Condo,Listing ID: 3891984,Brooklyn,Elliman,3 Beds, 2 Baths
1036,"333 Atlantic Avenue, 5A - Boerum Hill, New York",3750,Rental,Listing ID: 3890271,Brooklyn,Elliman,2 Beds, 1 Bath
1037,"1 Rockwell Pl, 4F - Fort Greene, New York",3750,Condo,Listing ID: 3894272,Brooklyn,Elliman,2 Beds, 1 Bath
1038,"329A 18th Street, 3 - Greenwood, New York",3700,Multi-Family,"Approximate Sq. Feet: 1,300",Brooklyn,Elliman,2 Beds, 2 Baths
1039,"377 A Atlantic Ave, 377A Atlantic Avenue, 3 - Boerum Hill, New York",3700,Rental,Listing ID: 3802470,Brooklyn,Elliman,Loft, 1 Bed 
1040,"527 Lincoln Pl, 502 - Crown Heights, New York",3700,Rental,Listing ID: 3864206,Brooklyn,Elliman,2 Beds, 1 Bath
1041,"OOSTEN, 429 Kent Avenue, 730 - Williamsburg, New York",3700,"Condo, Doorman",Approximate Sq. Feet: 722,Brooklyn,Elliman,Loft, 1 Bed 
1042,"12 Whitwell Pl, 1 - Gowanus, New York",3699,Rental,"Approximate Sq. Feet: 1,000",Brooklyn,Elliman,1 Bed, 1 Bath
1043,"The Berkley, 223 North 8th Street, S4F - Williamsburg, New York",3695,Rental,Approximate Sq. Feet: 702,Brooklyn,Elliman,1 Bed, 1 Bath
1044,"197 Franklin Street, 4R - Greenpoint, New York",3695,Rental,Listing ID: 3895788,Brooklyn,Elliman,2 Beds, 2 Baths
1045,"ZAZZA, 424 Bedford Avenue, 8C - Williamsburg, New York",3688,"Rental, Doorman",Listing ID: 3887853,Brooklyn,Elliman,1 Bed, 1 Bath
1046,"The Eagle, 86 Fleet Pl, 9E - Downtown Brooklyn, New York",3684,Rental,Approximate Sq. Feet: 663,Brooklyn,Elliman,1 Bed, 1 Bath
1047,"Gair2, 25 Washington Street, 4L - Dumbo, New York",3675,Rental,Listing ID: 3829398,Brooklyn,Elliman,1 Bed, 1 Bath
1048,"30 3RD Street, 4L - Gowanus, New York",3666,Rental,Listing ID: 3891021,Brooklyn,Elliman,2 Beds, 1 Bath
1049,"58 METROPOLITAN, 58 METROPOLITAN Avenue, 5E - Williamsburg, New York",3650,Condo,Approximate Sq. Feet: 744,Brooklyn,Elliman,1 Bed, 1 Bath
1050,"180 Nassau Street, 2B - Dumbo, New York",3650,"Rental, Doorman",Approximate Sq. Feet: 576,Brooklyn,Elliman,1 Bed, 1 Bath
1051,"155 South South 2nd Street, 8 - Williamsburg, New York",3650,Rental,Approximate Sq. Feet: 700,Brooklyn,Elliman,3 Beds, 1 Bath
1052,"488 Seventh Avenue, 7A - Park Slope, New York",3650,Rental,Listing ID: 3895141,Brooklyn,Elliman,2 Beds, 1 Bath
1053,"55 Hope Street, 317 - Williamsburg, New York",3650,"Rental, Doorman",Approximate Sq. Feet: 787,Brooklyn,Elliman,1 Bed, 1 Bath
1054,"THE CHOCOLATE FACTORY, 689 Myrtle Avenue, 1C - Clinton Hill, New York",3650,Condo,"Approximate Sq. Feet: 1,222",Brooklyn,Elliman,Loft, 1 Bed 
1055,"388 Bridge Street, 21B - Downtown Brooklyn, New York",3650,"Condo, Doorman",Listing ID: 3891885,Brooklyn,Elliman,1 Bed, 1 Bath
1056,"100 South 4th Street, 1E - Williamsburg, New York",3640,Rental,Listing ID: 3866904,Brooklyn,Elliman,Loft, 1 Bed 
1057,"The Amberly, 120 Nassau Street, 16K1 - Dumbo, New York",3635,"Rental, Doorman",Approximate Sq. Feet: 780,Brooklyn,Elliman,1 Bed, 1 Bath
1058,"385 Union Avenue, 4H - Williamsburg, New York",3625,Rental,Approximate Sq. Feet: 631,Brooklyn,Elliman,1 Bed, 1 Bath
1059,"99 Gold, 99 Gold Street, 2B - Dumbo, New York",3620,"Rental, Doorman",Approximate Sq. Feet: 877,Brooklyn,Elliman,Loft, 1 Bed 
