,Address,Price,Boro,Bed,Bath,Rental,Agency,Neighborhood
8095,North End Avenue,6800,Manhattan,2 Beds, 2 Baths ," 1,058 Sq. Ft. / Rental",Corcoran,Battery Park City
8096,"236 West 26th Street, Apt. 1002",7500,Manhattan,2 Beds, 2 Baths ," 1,150 Sq. Ft. / Co-op",Corcoran,Chelsea
8096,"236 West 26th Street, Apt. 1002",7500,Manhattan,2 Beds, 2 Baths ," 1,150 Sq. Ft. / Co-op",Corcoran,Hudson Yards
8097,"635 West 42nd Street, Apt. PHD",7000,Manhattan,2 Beds, 2 Baths ," 1,050 Sq. Ft. / Condo",Corcoran,Clinton
8098,Delancey Street,3906,Manhattan,Studio, 1 Bath , Rental,Corcoran,Lower East Side
8099,Fifth Avenue,3650,Manhattan,1 Bed, 1 Bath , 685 Sq. Ft. / Condo,Corcoran,Murray Hill
8100,"721 Fifth Avenue, Apt. 55A",10000,Manhattan,2 Beds, 2 Baths ," 1,477 Sq. Ft. / Condo",Corcoran,Midtown East
8101,West 26th Street,5025,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Chelsea
8101,West 26th Street,5025,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Hudson Yards
8102,West 119th Street,2200,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Harlem
8103,East 35th Street,2900,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Murray Hill
8104,Ninth Avenue,2528,Manhattan,Studio, 1 Bath , Rental,Corcoran,Midtown West
8105,Avenue C,2750,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,East Village
8106,East 29th Street,3495,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Murray Hill
8107,East 29th Street,6000,Manhattan,1 Bed, 1 Bath , 855 Sq. Ft. / Condo,Corcoran,Flatiron
8108,York Avenue,5495,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Upper East Side
8110,Audubon Avenue,1750,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Washington Heights
8111,Attorney Street,4192,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Lower East Side
8112,Eldridge Street,4995,Manhattan,3 Beds, 1 Bath ," 1,400 Sq. Ft. / Mixed Use Townhouse",Corcoran,Lower East Side
8113,East 34th Street,4350,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Murray Hill
8114,7TH Avenue,2400,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Harlem
8115,East 85th Street,2095,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8116,York Avenue,3208,Manhattan,1 Bed, 1 Bath , 618 Sq. Ft. / Rental,Corcoran,Upper East Side
8117,West 143rd Street,2595,Manhattan,3 Beds, 1 Bath , 850 Sq. Ft. / Rental,Corcoran,Morningside Heights
8118,West 90th Street,3350,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper West Side
8119,Cabrini Boulevard,2195,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Washington Heights
8120,Worth Street,3250,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Tribeca
8121,West 107th Street,3675,Manhattan,2 Beds, 1 Bath , 532 Sq. Ft. / Condo,Corcoran,Upper West Side
8122,West 193rd Street,2250,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Washington Heights
8123,Cabrini Boulevard,2195,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Washington Heights
8124,"20 Orchard Street, Apt. 5R",2250,Manhattan,1 Bed, 1 Bath ," 1,100 Sq. Ft. / Rental",Corcoran,Lower East Side
8125,West 22nd Street,13000,Manhattan,3 Beds, 2 Baths ," 2,200 Sq. Ft. / Condo",Corcoran,Chelsea
8125,West 22nd Street,13000,Manhattan,3 Beds, 2 Baths ," 2,200 Sq. Ft. / Condo",Corcoran,Hudson Yards
8126,West 139th Street,1650,Manhattan,Studio, 1 Bath , Rental,Corcoran,Harlem
8127,"332 East 9th Street, Apt. GE",3000,Manhattan,Studio, 1 Bath , Rental,Corcoran,East Village
8128,Pine Street,3167,Manhattan,Studio, 1 Bath , Condo,Corcoran,Financial District
8129,"530 Park Avenue, Apt. 14D",20495,Manhattan,3 Beds, 3 Baths ," 2,503 Sq. Ft. / Condo",Corcoran,Upper East Side
8130,West 111th Street,2250,Manhattan,3 Beds, 1 Bath , Co-op,Corcoran,Harlem
8131,5TH Avenue,1995,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Harlem
8132,"100 Norfolk Street, Apt. PHBC",27500,Manhattan,4 Beds, 4 Baths ," 3,100 Sq. Ft. / Condo",Corcoran,Lower East Side
8133,West 43rd Street,3550,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Clinton
8134,East 78th Street,2500,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8135,West 50th Street,7500,Manhattan,2 Beds, 2 Baths , 953 Sq. Ft. / Rental,Corcoran,Midtown West
8136,East 22nd Street,7000,Manhattan,2 Beds, 2 Baths ," 1,000 Sq. Ft. / Condo",Corcoran,Flatiron
8137,"247 West 46th Street, Apt. PH1A",20000,Manhattan,5 Beds, 4 Baths ," 4,635 Sq. Ft. / Condo",Corcoran,Midtown West
8138,East 73rd Street,8995,Manhattan,3 Beds, 3 Baths ," 1,600 Sq. Ft. / Rental",Corcoran,Upper East Side
8139,East 39th Street,3325,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Murray Hill
8140,West 41st Street,2900,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Clinton
8141,West 41st Street,1900,Manhattan,Studio, 1 Bath , Rental,Corcoran,Clinton
8142,East 22nd Street,3800,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Gramercy
8144,West 83rd Street,3795,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper West Side
8145,West 71st Street,2895,Manhattan,1 Bed, 1 Bath , 560 Sq. Ft. / Co-op,Corcoran,Upper West Side
8146,West 188th Street,1795,Manhattan,1 Bed, 1 Bath , 750 Sq. Ft. / Rental,Corcoran,Washington Heights
8147,Third Avenue,2100,Manhattan,Studio, 1 Bath , 443 Sq. Ft. / Condo,Corcoran,East Harlem
8148,Park Avenue,3650,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Murray Hill
8149,East 22nd Street,4100,Manhattan,1 Bed, 1 Bath , 650 Sq. Ft. / Condo,Corcoran,Flatiron
8150,East 35th Street,4000,Manhattan,1 Bed, 1 Bath , 750 Sq. Ft. / Rental,Corcoran,Murray Hill
8151,West 45th Street,2175,Manhattan,Studio, 1 Bath , Rental,Corcoran,Clinton
8152,East 90th Street,2500,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Co-op,Corcoran,Upper East Side
8153,"721 Fifth Avenue, Apt. 35-H",7250,Manhattan,1 Bed, 1 Bath ," 1,052 Sq. Ft. / Condo",Corcoran,Midtown East
8154,West 74th Street,1950,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper West Side
8156,West 76th Street,2492,Manhattan,1 Bed, 1 Bath , 620 Sq. Ft. / Rental,Corcoran,Upper West Side
8157,East 37th Street,3050,Manhattan,1 Bed, 1 Bath , Condo,Corcoran,Murray Hill
8158,Riverside Boulevard,3545,Manhattan,1 Bed, 1 Bath , 773 Sq. Ft. / Condo,Corcoran,Upper West Side
8159,West 20th Street,2200,Manhattan,Studio, 1 Bath , Co-op,Corcoran,Chelsea
8159,West 20th Street,2200,Manhattan,Studio, 1 Bath , Co-op,Corcoran,Hudson Yards
8160,"176 West 87th Street, Apt. 3C",14500,Manhattan,2 Beds, 2 Baths ," 1,400 Sq. Ft. / Co-op",Corcoran,Upper West Side
8161,"116 West 121st Street, Apt. PARLOR",3000,Manhattan,2 Beds, 1 Bath ," 1,000 Sq. Ft. / Condo",Corcoran,Harlem
8162,East 12th Street,2493,Manhattan,1 Bed, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,East Village
8163,Pine Street,5729,Manhattan,2 Beds, 2 Baths , Condo,Corcoran,Financial District
8164,"57 East 54th Street, Apt. 4",5500,Manhattan,2 Beds, 1 Bath ," 1,100 Sq. Ft. / Mixed Use Townhouse",Corcoran,Midtown East
8165,"301 East 45th Street, Apt. 4E",4195,Manhattan,2 Beds, 1 Bath , 758 Sq. Ft. / Condo,Corcoran,Midtown East
8166,West 53rd Street,4995,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
8167,West 25th Street,10700,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Chelsea
8167,West 25th Street,10700,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Hudson Yards
8168,Second Avenue,4938,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown East
8169,West Broadway,8000,Manhattan,2 Beds, 1 Bath ," 1,650 Sq. Ft. / Condo",Corcoran,Soho
8169,West Broadway,8000,Manhattan,2 Beds, 1 Bath ," 1,650 Sq. Ft. / Condo",Corcoran,Nolita
8170,East 13th Street,3275,Manhattan,Studio, 1 Bath , Rental,Corcoran,Greenwich Village
8171,West 51st Street,3300,Manhattan,1 Bed, 1 Bath , 550 Sq. Ft. / Condo,Corcoran,Midtown West
8172,West 139th Street,8900,Manhattan,2 Beds, 2 Baths , House,Corcoran,Harlem
8173,West 42nd Street,3190,Manhattan,Studio, 1 Bath , Rental,Corcoran,Clinton
8174,East 78th Street,2700,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8175,West 41st Street,2400,Manhattan,Studio, 1 Bath , Rental,Corcoran,Clinton
8176,West 15th Street,3095,Manhattan,Studio, 1 Bath , Rental,Corcoran,Chelsea
8176,West 15th Street,3095,Manhattan,Studio, 1 Bath , Rental,Corcoran,Hudson Yards
8177,East 92nd Street,4000,Manhattan,3 Beds, 1 Bath , Rental,Corcoran,Upper East Side
8178,Park Avenue South,6500,Manhattan,1 Bed, 1 Bath , 839 Sq. Ft. / Condo,Corcoran,Flatiron
8179,Central Park South,8500,Manhattan,2 Beds, 2 Baths ," 1,460 Sq. Ft. / Rental",Corcoran,Central Park South
8180,York Avenue,4550,Manhattan,3 Beds, 1 Bath , Rental,Corcoran,Upper East Side
8182,East 74th Street,2167,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8183,East 13TH Street,2600,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,East Village
8184,East 13TH Street,2600,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,East Village
8185,East 13TH Street,2600,Manhattan,1 Bed, 1 Bath , 450 Sq. Ft. / Rental,Corcoran,East Village
8186,West 103rd Street,2400,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper West Side
8188,West 157th Street,2195,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Washington Heights
8189,East 63rd Street,3385,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8190,Elizabeth Street,4395,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Soho
8190,Elizabeth Street,4395,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Nolita
8191,Cooper Square,4350,Manhattan,Studio, 1 Bath , Rental,Corcoran,Greenwich Village
8192,"240 Mulberry Street, Apt. 14",4500,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Soho
8192,"240 Mulberry Street, Apt. 14",4500,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Nolita
8193,East 13TH Street,2600,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,East Village
8194,East 13TH Street,2600,Manhattan,1 Bed, 1 Bath , 450 Sq. Ft. / Rental,Corcoran,East Village
8195,Broome Street,9500,Manhattan,2 Beds, 2 Baths ," 1,600 Sq. Ft. / Condo",Corcoran,Soho
8195,Broome Street,9500,Manhattan,2 Beds, 2 Baths ," 1,600 Sq. Ft. / Condo",Corcoran,Nolita
8196,West 25th Street,5489,Manhattan,2 Beds, 2 Baths , 893 Sq. Ft. / Rental,Corcoran,Chelsea
8196,West 25th Street,5489,Manhattan,2 Beds, 2 Baths , 893 Sq. Ft. / Rental,Corcoran,Hudson Yards
8197,Sullivan Street,2695,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Soho
8197,Sullivan Street,2695,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Nolita
8198,East 13TH Street,2600,Manhattan,1 Bed, 1 Bath , 450 Sq. Ft. / Rental,Corcoran,East Village
8199,East 65th Street,3700,Manhattan,1 Bed, 1 Bath , Condo,Corcoran,Upper East Side
8200,East 91ST Street,6500,Manhattan,3 Beds, 2 Baths , Rental,Corcoran,Upper East Side
8201,West 23rd Street,4600,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Flatiron
8202,East 30th Street,3995,Manhattan,2 Beds, 1 Bath , 900 Sq. Ft. / Rental,Corcoran,Murray Hill
8203,East 38th Street,3400,Manhattan,1 Bed, 1 Bath , 571 Sq. Ft. / Condo,Corcoran,Murray Hill
8204,West 24th Street,3350,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Chelsea
8204,West 24th Street,3350,Manhattan,Studio, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Hudson Yards
8205,East 29th Street,3550,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Murray Hill
8206,"7 West 21st Street, Apt. 17K",5508,Manhattan,Studio, 1 Bath , Rental,Corcoran,Flatiron
8207,West 70th Street,6600,Manhattan,3 Beds, 2 Baths ," 1,400 Sq. Ft. / Co-op",Corcoran,Upper West Side
8208,West Street,2488,Manhattan,Studio, 1 Bath , 442 Sq. Ft. / Rental,Corcoran,Financial District
8209,Murray Street,39500,Manhattan,4 Beds, 5 Baths ," 3,217 Sq. Ft. / Condo",Corcoran,Tribeca
8211,West 190th Street,1825,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Washington Heights
8212,"721 Fifth Avenue, Apt. 57C",6500,Manhattan,1 Bed, 1 Bath ," 1,138 Sq. Ft. / Condo",Corcoran,Midtown East
8213,"635 West 42nd Street, Apt. 32MM",5500,Manhattan,2 Beds, 2 Baths ," 1,100 Sq. Ft. / Condo",Corcoran,Clinton
8214,West 47th Street,4200,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
8215,Wadsworth Terrace,1775,Manhattan,Studio, 1 Bath , Rental,Corcoran,Washington Heights
8216,Fort Washington Avenue,1800,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Hamilton Heights
8217,"135 East 39th Street, Apt. 2E",3300,Manhattan,1 Bed, 1 Bath , Co-op,Corcoran,Murray Hill
8218,"521 West 23rd Street, Apt. 3R",8950,Manhattan,1 Bed, 2 Baths ," 2,160 Sq. Ft. / Condo",Corcoran,Chelsea
8218,"521 West 23rd Street, Apt. 3R",8950,Manhattan,1 Bed, 2 Baths ," 2,160 Sq. Ft. / Condo",Corcoran,Hudson Yards
8219,East 37th Street,4500,Manhattan,Studio, 1 Bath , Condo,Corcoran,Murray Hill
8221,"534 West 50th Street, Apt. 2A",2550,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Midtown West
8222,First Avenue,3400,Manhattan,1 Bed, 1 Bath , 718 Sq. Ft. / Condo,Corcoran,Murray Hill
8223,East 92nd Street,2350,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8225,"170 Delancey Street, Apt. 19",2800,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Lower East Side
8227,East 93rd Street,2075,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8228,East 90th Street,2950,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8230,West Street,5295,Manhattan,2 Beds, 2 Baths ," 1,033 Sq. Ft. / Rental",Corcoran,Financial District
8231,West 109th Street,2950,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Upper West Side
8233,Park Avenue,9500,Manhattan,2 Beds, 2 Baths ," 1,519 Sq. Ft. / Condo",Corcoran,Murray Hill
8234,East 58th Street,35000,Manhattan,3 Beds, 3 Baths ," 2,936 Sq. Ft. / Condo",Corcoran,Upper East Side
8235,"425 East 63rd Street, Apt. 10B",2350,Manhattan,Studio, 1 Bath , 530 Sq. Ft. / Condo/Co-op,Corcoran,Upper East Side
8236,"150 West 51st Street, Apt. 1101",3000,Manhattan,1 Bed, 1 Bath , 750 Sq. Ft. / Condo,Corcoran,Midtown West
8237,East 83rd Street,2050,Manhattan,Studio, 1 Bath , Co-op,Corcoran,Upper East Side
8238,Bowery,11900,Manhattan,2 Beds, 2 Baths ," 1,621 Sq. Ft. / Condo",Corcoran,Lower East Side
8240,East 63rd Street,3090,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8241,"152 East 22nd Street, Apt. D4",3195,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Gramercy
8242,"645 Broadway, Apt. 2",8995,Manhattan,3 Beds, 2 Baths , Rental,Corcoran,Greenwich Village
8243,East 20th Street,3000,Manhattan,Studio, 1 Bath , Rental,Corcoran,Gramercy
8244,1ST Avenue,6392,Manhattan,2 Beds, 2 Baths , Condo/Co-op,Corcoran,Midtown East
8245,Third Avenue,2200,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8246,"150 West 51st Street, Apt. 814",2800,Manhattan,1 Bed, 1 Bath , 525 Sq. Ft. / Condo,Corcoran,Midtown West
8248,"26 West 9th Street, Apt. 8D",7800,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Greenwich Village
8249,East 63rd Street,10500,Manhattan,2 Beds, 2 Baths ," 1,415 Sq. Ft. / Condo",Corcoran,Upper East Side
8250,East 34th Street,3995,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Murray Hill
8251,"1 Central Park South, Apt. 1604",11995,Manhattan,1 Bed, 2 Baths ," 1,279 Sq. Ft. / Condo",Corcoran,Central Park South
8252,"147 West 79th Street, Apt. 7A",6425,Manhattan,2 Beds, 2 Baths ," 1,220 Sq. Ft. / Rental",Corcoran,Upper West Side
8253,"555 10TH Avenue, Apt. 46G",5625,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
8254,"150 West 51st Street, Apt. 907",5500,Manhattan,2 Beds, 1 Bath , 650 Sq. Ft. / Condo,Corcoran,Midtown West
8255,"165 Charles Street, Apt. 3",5250,Manhattan,Studio, 1 Bath , 682 Sq. Ft. / Condo,Corcoran,West Village
8256,"555 10TH Avenue, Apt. 46G",5625,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
8257,Park Avenue,18000,Manhattan,3 Beds, 3 Baths ," 2,354 Sq. Ft. / Condo",Corcoran,Upper East Side
8258,Thompson Street,4200,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Soho
8258,Thompson Street,4200,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Nolita
8259,East 29th Street,6170,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Flatiron
8260,"555 10TH Avenue, Apt. 14M",3895,Manhattan,Studio, 1 Bath , Rental,Corcoran,Midtown West
8264,"502 East 12th Street, Apt. 6V",2800,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Flatiron
8265,First Avenue,2150,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8266,Convent Avenue,2300,Manhattan,2 Beds, 1 Bath , 850 Sq. Ft. / Rental,Corcoran,Hamilton Heights
8267,East 29th Street,4655,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Flatiron
8268,Fifth Avenue,4350,Manhattan,1 Bed, 2 Baths ," 1,000 Sq. Ft. / Condo",Corcoran,Murray Hill
8269,Central Park West,6950,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Upper West Side
8270,East 29th Street,4332,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Flatiron
8271,West Street,5995,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Battery Park City
8272,"507 East 12th Street, Apt. 3S",3600,Manhattan,2 Beds, 1 Bath , Co-op,Corcoran,East Village
8273,West 55th Street,3595,Manhattan,1 Bed, 1 Bath , 775 Sq. Ft. / Condo,Corcoran,Midtown West
8274,West 11th Street,3695,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Greenwich Village
8275,West 56th Street,9000,Manhattan,2 Beds, 2 Baths ," 1,489 Sq. Ft. / Condo",Corcoran,Midtown West
8276,"814 Tenth Avenue, Apt. 2CC",2290,Manhattan,Studio, 1 Bath , Rental,Corcoran,Clinton
8277,East 88th Street,1895,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8279,"160 Central Park South, Apt. 2911",9000,Manhattan,1 Bed, 1 Bath , 791 Sq. Ft. / Condo,Corcoran,Central Park South
8280,East 30th Street,4200,Manhattan,2 Beds, 1 Bath , 900 Sq. Ft. / Rental,Corcoran,Murray Hill
8281,"107 East 63rd Street, Apt. 1A",3495,Manhattan,2 Beds, 1 Bath ," 1,000 Sq. Ft. / Rental",Corcoran,Upper East Side
8282,East 82nd Street,5400,Manhattan,4 Beds, 2 Baths , Rental,Corcoran,Upper East Side
8283,"510 East 14th Street, Apt. 622",8375,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,East Village
8284,East 76th Street,30000,Manhattan,1 Bed, 1 Bath , 660 Sq. Ft. / Rental,Corcoran,Upper East Side
8286,"1744 1ST Avenue, Apt. 2B",2800,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Upper East Side
8287,"610 West 143rd Street, Apt. 1G",2100,Manhattan,1 Bed, 1 Bath , 725 Sq. Ft. / Rental,Corcoran,Harlem
8288,West 123rd Street,4200,Manhattan,4 Beds, 2 Baths ," 1,100 Sq. Ft. / Rental",Corcoran,Morningside Heights
8289,East 89th Street,7250,Manhattan,2 Beds, 2 Baths , Condo/Co-op,Corcoran,Carnegie Hill
8290,"237 Sullivan Street, Apt. 2-D",3500,Manhattan,Studio, 1 Bath , 400 Sq. Ft. / Rental,Corcoran,Greenwich Village
8291,"40 East 65th Street, Apt. 5FFN",2450,Manhattan,Studio, 1 Bath , 300 Sq. Ft. / Rental,Corcoran,Upper East Side
8292,Third Avenue,3335,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,East Harlem
8293,East 89th Street,2550,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Upper East Side
8295,"100 Norfolk Street, Apt. PH-C",9500,Manhattan,2 Beds, 2 Baths ," 1,100 Sq. Ft. / Condo",Corcoran,Lower East Side
8296,East 76th Street,85000,Manhattan,2 Beds, 2 Baths ," 2,400 Sq. Ft. / Rental",Corcoran,Upper East Side
8297,East 68th Street,3250,Manhattan,Studio, 1 Bath , 751 Sq. Ft. / Rental,Corcoran,Upper East Side
8298,"1321 3RD Avenue, Apt. 2E",2675,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8299,East 13th Street,4000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,East Village
8301,Ninth Avenue,3529,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Midtown West
8302,East 4th Street,2400,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,East Village
8303,East 70th Street,9500,Manhattan,2 Beds, 2 Baths ," 1,579 Sq. Ft. / Rental",Corcoran,Upper East Side
8304,Worth Street,3495,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Tribeca
8305,West 62nd Street,3800,Manhattan,1 Bed, 1 Bath , 675 Sq. Ft. / Condo,Corcoran,Upper West Side
8307,Sullivan Street,2695,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Soho
8307,Sullivan Street,2695,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Nolita
8308,"1309 5TH Avenue, Apt. 21E",2575,Manhattan,1 Bed, 1 Bath , 700 Sq. Ft. / Rental,Corcoran,Harlem
8309,"260 Park Avenue South, Apt. 7F",6600,Manhattan,1 Bed, 1 Bath ," 1,037 Sq. Ft. / Condo",Corcoran,Flatiron
8310,"330 East 38th Street, Apt. 27NO",12000,Manhattan,3 Beds, 3 Baths ," 2,219 Sq. Ft. / Condo",Corcoran,Murray Hill
8311,West 181st Street,2300,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Washington Heights
8313,"196 Elizabeth Street, Apt. 16",5000,Manhattan,2 Beds, 2 Baths , 750 Sq. Ft. / Rental,Corcoran,Chinatown
8314,East 6th Street,3995,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,East Village
8315,East 66th Street,3595,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Upper East Side
8316,Seventh Avenue,5895,Manhattan,1 Bed, 1 Bath , 812 Sq. Ft. / Rental,Corcoran,Chelsea
8316,Seventh Avenue,5895,Manhattan,1 Bed, 1 Bath , 812 Sq. Ft. / Rental,Corcoran,Hudson Yards
8317,East 53rd Street,2100,Manhattan,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Midtown East
8318,East 24th Street,3895,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Murray Hill
8319,Mercer Street,6000,Manhattan,1 Bed, 1 Bath , Co-op,Corcoran,Greenwich Village
8320,2ND Avenue,1850,Manhattan,1 Bed, 1 Bath , 450 Sq. Ft. / Rental,Corcoran,East Harlem
8322,East 29th Street,5415,Manhattan,1 Bed, 1 Bath , 725 Sq. Ft. / Rental,Corcoran,Flatiron
8323,St Nicholas Avenue,2750,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Washington Heights
8324,East 78th Street,1925,Manhattan,Studio, 1 Bath , Rental,Corcoran,Upper East Side
8325,East 88th Street,3199,Manhattan,2 Beds, 1 Bath , Rental,Corcoran,Upper East Side
8326,East 88th Street,2399,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper East Side
8327,East 89th Street,8800,Manhattan,2 Beds, 2 Baths ," 1,665 Sq. Ft. / Condo",Corcoran,Upper East Side
8328,East 29th Street,3699,Manhattan,Studio, 1 Bath , 443 Sq. Ft. / Rental,Corcoran,Flatiron
8329,East 34th Street,6000,Manhattan,2 Beds, 2 Baths , Rental,Corcoran,Murray Hill
8330,West 67th Street,4295,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Upper West Side
8331,"400 Central Park West, Apt. 15K",3500,Manhattan,1 Bed, 1 Bath , 902 Sq. Ft. / Condo,Corcoran,Upper West Side
8332,Peck Slip,5995,Manhattan,Studio, 1 Bath ," 2,100 Sq. Ft. / Rental",Corcoran,Financial District
8333,Thompson Street,3200,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Soho
8333,Thompson Street,3200,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Nolita
8335,West 50th Street,5500,Manhattan,1 Bed, 1 Bath , 686 Sq. Ft. / Rental,Corcoran,Midtown West
8336,West 146th Street,1625,Manhattan,1 Bed, 1 Bath , Rental,Corcoran,Harlem
8337,West 50th Street,8500,Manhattan,2 Beds, 2 Baths ," 1,120 Sq. Ft. / Rental",Corcoran,Midtown West
8338,East 38th Street,2595,Manhattan,Studio, 1 Bath , 500 Sq. Ft. / Condo,Corcoran,Murray Hill
8339,Third Avenue,4750,Manhattan,1 Bed, 1 Bath , 782 Sq. Ft. / Condo,Corcoran,Murray Hill
8340,West 50th Street,5000,Manhattan,1 Bed, 1 Bath , 683 Sq. Ft. / Rental,Corcoran,Midtown West
8341,"196 Elizabeth Street, Apt. 10",6500,Manhattan,3 Beds, 2 Baths , 800 Sq. Ft. / Rental,Corcoran,Chinatown
